fid,customer_name,account_site_nbr,state,latitude,longitude,new_tgt_cnt_4mi,new_tgt_cnt_3mi,new_tgt_cnt_2mi
20849,Family Dollar,"5576896",NC,35.223,-80.322,1,1,1
20850,Ahold Delhaize,"43068104",NC,35.223364,-80.320938,1,1,1
20851,Ahold Delhaize,"46611797",NC,35.224,-80.726,18,11,4
20852,Family Dollar,"67442702",NC,35.224,-80.726,18,11,4
20853,Ahold Delhaize,"42773781",NC,35.225004,-80.727538,17,12,3
20854,Ahold Delhaize,"64212793",NC,35.228,-80.331,1,1,1
20855,Ahold Delhaize,"64232417",NC,35.229,-80.742,18,11,3
20856,Family Dollar,"67442706",NC,35.229,-80.744,19,11,4
20857,Family Dollar,"7885790",NC,35.237,-80.741,18,8,5
20858,Ahold Delhaize,"6450026",NC,35.243,-80.719,14,6,5
20859,Family Dollar,"67442696",NC,35.249,-80.751,20,9,3
20860,Ahold Delhaize,"64232522",NC,35.251,-80.657,1,,
20861,Ahold Delhaize,"6458471",NC,35.251,-80.656,1,,
20862,Ahold Delhaize,"43068107",NC,35.251217,-80.657066,1,,
20863,Family Dollar,"4706405",NC,35.254,-80.439,,,
20864,Walmart,"5908792",NC,35.255,-80.453,,,
20865,Ahold Delhaize,"64419967",NC,35.258,-80.694,9,4,
20866,Family Dollar,"6544824",NC,35.259,-80.737,13,8,5
20867,Dollar Tree,"8363050",NC,35.26,-80.432,,,
20868,Family Dollar,"67442714",NC,35.26,-80.774,19,11,2
20869,Ahold Delhaize,"64212017",NC,35.262,-80.428,,,
20870,Ahold Delhaize,"6449293",NC,35.274,-80.728,15,12,6
20871,Ahold Delhaize,"3067124",NC,35.275,-80.729,15,12,6
20872,Family Dollar,"4743519",NC,35.279,-80.767,18,13,5
20873,Home Depot,"63991527",NC,35.293,-80.749,20,13,8
20874,Walmart,"7261319",NC,35.293,-80.756,21,13,8
20875,Target,"5509463",NC,35.293,-80.746,20,14,10
20876,Walmart,"66872901",NC,35.311,-80.755,19,14,8
20877,Family Dollar,"5610834",NC,35.311,-80.713,12,8,5
20878,Ahold Delhaize,"42773833",NC,35.313833,-80.744608,17,14,9
20879,Ahold Delhaize,"6449314",NC,35.315,-80.7,11,5,3
20880,Ahold Delhaize,"8156740",NC,35.315,-80.744,17,14,9
20881,Dollar Tree,"2716435",NC,35.318,-80.65,2,2,2
20882,Ahold Delhaize,"8156743",NC,35.32,-80.649,2,2,2
20883,Ahold Delhaize,"64316947",NC,35.342,-80.768,11,9,3
20884,Family Dollar,"9210078",NC,35.366,-80.581,5,3,2
20885,Walmart,"7940120",NC,35.367,-80.666,13,3,
20886,Ahold Delhaize,"66170478",NC,35.37,-80.548,3,2,1
20887,Ahold Delhaize,"67284681",NC,35.37,-80.664,13,3,
20888,Ahold Delhaize,"42773815",NC,35.370152,-80.54777,3,2,1
20889,Family Dollar,"67442711",NC,35.371,-80.663,13,4,
20890,Walmart,"5909197",NC,35.378,-80.723,9,9,8
20891,Ahold Delhaize,"64212041",NC,35.387,-80.56,4,3,2
20892,Dollar Tree,"9548984",NC,35.387,-80.558,4,3,2
20893,Ahold Delhaize,"43068101",NC,35.387125,-80.559804,4,3,2
20894,Walmart,"67200557",NC,35.39,-80.637,11,7,5
20895,Walmart,"66293251",NC,35.391,-80.624,9,8,7
20896,Dollar Tree,"5744919",NC,35.392,-80.63,10,7,6
20897,Walmart,"15153789",NC,35.392,-80.63,10,7,6
20898,Dollar Tree,"65335791",NC,35.395,-80.632,11,7,6
20899,Ahold Delhaize,"6449268",NC,35.396,-80.608,10,9,4
20900,Ahold Delhaize,"64263940",NC,35.403,-80.423,2,2,2
20901,Family Dollar,"67442693",NC,35.403,-80.423,2,2,2
20902,Ahold Delhaize,"43072578",NC,35.404802,-80.455491,2,2,1
20903,Ahold Delhaize,"42773698",NC,35.410889,-80.666934,9,7,3
20904,Ahold Delhaize,"6449331",NC,35.411,-80.667,9,7,3
20905,Target,"5489387",NC,35.417,-80.679,7,4,3
20906,Family Dollar,"67442684",NC,35.419,-80.572,8,3,
20907,Ahold Delhaize,"6449283",NC,35.421,-80.573,8,3,
20908,Family Dollar,"67442689",NC,35.423,-80.615,13,6,3
20909,Family Dollar,"6464326",NC,35.442,-80.608,13,7,4
20910,Ahold Delhaize,"42773866",NC,35.443463,-80.623799,14,5,3
20911,Ahold Delhaize,"2934354",NC,35.444,-80.625,14,5,3
20912,Ahold Delhaize,"64213153",NC,35.447,-80.6,14,7,6
20913,Home Depot,"45498377",NC,35.451,-80.609,14,10,4
20914,Walmart,"7325600",NC,35.463,-80.594,13,11,6
20915,Walmart,"7959119",NC,35.463,-80.591,13,11,5
20916,Ahold Delhaize,"6449291",NC,35.47,-80.611,13,12,11
20917,Dollar Tree,"6785020",NC,35.481,-80.622,12,10,6
20918,Family Dollar,"67442677",NC,35.486,-80.612,12,10,6
20919,Ahold Delhaize,"64211762",NC,35.49,-80.635,11,6,5
20920,Family Dollar,"2925287",NC,35.497,-80.628,10,6,6
20921,Pilot,"42979141",NC,35.497848,-80.561162,8,,
20922,Ahold Delhaize,"43068102",NC,35.497871,-80.628604,10,6,6
20923,Ahold Delhaize,"8547174",NC,35.498,-80.628,10,6,6
20924,Pilot,"5990033",NC,35.498,-80.561,8,,
20925,Ahold Delhaize,"6428116",NC,35.766,-81.333,4,3,2
20926,Family Dollar,"5832580",NC,36.178,-76.463,,,
20927,Ahold Delhaize,"64309835",NC,36.184,-76.472,,,
20928,Ahold Delhaize,"5366230",NC,36.271,-76.207,7,3,
20929,Family Dollar,"6246133",NC,36.279,-76.216,7,7,3
20930,Walmart,"66879515",NC,36.289,-76.251,7,7,5
20931,Ahold Delhaize,"63915030",NC,36.291,-76.25,7,7,6
20932,Ahold Delhaize,"43072565",NC,36.292532,-76.244568,7,7,7
20933,Ahold Delhaize,"63914980",NC,36.293,-76.246,7,7,7
20934,Walmart,"4899011",NC,36.293,-76.296,4,,
20935,Ahold Delhaize,"64284697",NC,36.295,-76.22,7,7,6
20936,Family Dollar,"5832421",NC,36.296,-76.229,7,7,7
20937,Dollar Tree,"8431505",NC,36.296,-76.294,4,1,
20938,Dollar Tree,"30980771",NC,36.297,-76.223,7,7,6
20939,Ahold Delhaize,"43072575",NC,36.327952,-76.226932,7,4,
20940,Family Dollar,"43013850",NC,36.32945,-76.17026,,,
20941,Dollar Tree,"66168082",NC,36.496,-76.137,1,1,
20942,Ahold Delhaize,"65527356",NC,36.51,-76.127,1,,
20943,Ahold Delhaize,"43072588",NC,36.51745,-76.172516,1,1,1
20944,Ahold Delhaize,"42771238",NC,34.662821,-77.049738,1,1,
20945,Ahold Delhaize,"45802858",NC,34.663,-77.05,1,1,
20946,Dollar Tree,"45772509",NC,34.697,-77.139,,,
20947,Ahold Delhaize,"64284522",NC,34.7,-76.751,1,1,
20948,Walmart,"9198423",NC,34.7,-77.15,,,
20949,Ahold Delhaize,"43072630",NC,34.70157,-76.75386,1,1,
20950,Ahold Delhaize,"42773867",NC,34.701879,-76.753855,1,1,
20951,Ahold Delhaize,"2842869",NC,34.702,-76.754,1,1,
20952,Ahold Delhaize,"42771241",NC,34.703443,-77.156933,,,
20953,Ahold Delhaize,"6339270",NC,34.704,-77.157,,,
20954,Family Dollar,"5832420",NC,34.722,-76.726,1,1,1
20955,Family Dollar,"5832553",NC,34.724,-76.645,1,1,1
20956,Walmart,"24293024",NC,34.726,-76.753,1,1,1
20957,Ahold Delhaize,"42771287",NC,34.73312,-76.78947,4,4,3
20958,Ahold Delhaize,"64309800",NC,34.735,-76.637,1,1,1
20959,Ahold Delhaize,"42771257",NC,34.735631,-76.63707,1,1,1
20960,Walmart,"67267187",NC,34.736,-76.812,3,3,3
20961,Walmart,"66879450",NC,34.738,-76.798,4,3,3
20962,Walmart,"7877957",NC,34.775,-76.874,1,1,1
20963,Ahold Delhaize,"42771263",NC,34.790597,-76.879071,1,1,1
20964,Ahold Delhaize,"64302385",NC,34.791,-76.865,1,1,1
20965,Ahold Delhaize,"64284808",NC,34.857,-76.896,2,2,1
20966,Ahold Delhaize,"6449240",NC,34.857,-76.894,2,2,1
20967,Ahold Delhaize,"42771235",NC,34.85717,-76.896208,2,2,1
20968,Dollar Tree,"5871847",NC,34.891,-76.912,3,3,1
20969,Ahold Delhaize,"46648526",NC,34.897,-76.933,2,2,1
20970,Dollar Tree,"6646724",NC,34.913,-76.939,2,1,
20971,Walmart,"5446838",NC,34.914,-76.939,2,1,
20972,Walmart,"7325049",NC,35.033,-77.02,,,
20973,Ahold Delhaize,"6288275",NC,35.082,-77.032,5,2,2
20974,Family Dollar,"5833007",NC,35.082,-77.032,5,2,2
20975,Ahold Delhaize,"42771245",NC,35.083136,-77.033318,7,3,2
20976,Dollar Tree,"7831166",NC,35.089,-77.058,12,10,
20977,Ahold Delhaize,"64309592",NC,36.408,-79.329,1,1,1
20978,Family Dollar,"4743541",NC,36.408,-79.338,1,1,1
20979,Ahold Delhaize,"64014851",NC,35.555,-81.062,,,
20980,Family Dollar,"5626814",NC,35.565,-81.195,1,1,1
20981,Ahold Delhaize,"63947951",NC,35.566,-81.194,1,1,1
20982,Target,"9076745",NC,35.622,-81.304,,,
20983,Ahold Delhaize,"6449259",NC,35.656,-81.207,4,4,4
20984,Ahold Delhaize,"1992113",NC,35.668,-81.23,5,4,4
20985,Family Dollar,"4743576",NC,35.668,-81.23,5,4,4
20986,Walmart,"8484109",NC,35.68,-81.231,7,5,4
20987,Target,"5509288",NC,35.701,-81.308,9,6,6
20988,Ahold Delhaize,"42773725",NC,35.701822,-81.201552,9,3,3
20989,Ahold Delhaize,"6479381",NC,35.702,-81.201,9,3,3
20990,Walmart,"66879051",NC,35.703,-81.287,7,7,6
20991,Home Depot,"46058680",NC,35.708,-81.311,10,7,5
20992,Dollar Tree,"6648046",NC,35.709,-81.213,7,3,3
20993,Walmart,"8064719",NC,35.72,-81.347,8,6,2
20994,Family Dollar,"4743564",NC,35.722,-81.361,6,3,2
20995,Walmart,"4898230",NC,35.727,-81.211,6,3,2
20996,Dollar Tree,"8098693",NC,35.739,-81.334,9,5,4
20997,Family Dollar,"4743574",NC,35.744,-81.303,12,3,
20998,Walmart,"8405551",NC,35.752,-81.287,4,,
20999,Ahold Delhaize,"64231739",NC,35.752,-81.321,5,4,3
21000,Ahold Delhaize,"6451172",NC,35.755,-81.333,5,4,3
21001,Ahold Delhaize,"64231380",NC,35.757,-81.273,2,,
21002,Ahold Delhaize,"6458517",NC,35.52,-79.184,13,7,2
21003,Family Dollar,"4743553",NC,35.72,-79.172,4,4,3
21004,Ahold Delhaize,"6322488",NC,35.726,-79.176,4,4,4
21005,Dollar Tree,"63729431",NC,35.726,-79.457,2,2,2
21006,Walmart,"11654546",NC,35.732,-79.428,2,1,1
21007,Family Dollar,"4881525",NC,35.733,-79.453,2,2,2
21008,Ahold Delhaize,"6455896",NC,35.735,-79.441,2,2,1
21009,Walmart,"67132456",NC,35.735,-79.427,2,1,1
21010,Ahold Delhaize,"6415213",NC,35.853,-79.026,,,
21011,Family Dollar,"42938557",NC,35.03461,-83.81582,2,1,1
21012,Walmart,"13476629",NC,35.08,-84.035,4,3,1
21013,Dollar Tree,"67272511",NC,35.091,-84.029,3,3,2
21014,Family Dollar,"4743575",NC,35.104,-84.014,3,3,3
21015,Ahold Delhaize,"45803331",NC,36.068,-76.598,2,2,2
21016,Ahold Delhaize,"6464787",NC,36.074,-76.595,2,2,2
21017,Family Dollar,"8223331",NC,36.162,-76.655,,,
21018,Family Dollar,"8223305",NC,35.233,-81.516,2,,
21019,Walmart,"8354162",NC,35.238,-81.363,1,1,
21020,Walmart,"8059588",NC,35.239,-81.364,1,1,
21021,Ahold Delhaize,"64234177",NC,35.24,-81.374,1,,
21022,Ahold Delhaize,"8541382",NC,35.24,-81.332,1,1,1
21023,Family Dollar,"67442686",NC,35.241,-81.341,1,1,1
21024,Dollar Tree,"67322011",NC,35.244,-81.344,1,1,1
21025,Family Dollar,"7396569",NC,35.252,-81.663,2,2,2
21026,Family Dollar,"5244860",NC,35.269,-81.553,1,1,1
21027,Walmart,"2723568",NC,35.271,-81.499,3,3,2
21028,Dollar Tree,"66045940",IA,35.274,-81.529,3,2,1
21029,Walmart,"7324218",NC,35.277,-81.53,3,2,1
21030,Ahold Delhaize,"6451169",NC,35.283,-81.493,3,3,2
21031,Dollar Tree,"8441639",NC,35.289,-81.535,3,1,1
21032,Family Dollar,"67442699",NC,35.296,-81.512,3,3,
21033,Walmart,"2605204",NC,35.306,-81.574,1,,
21034,Walmart,"2539939",NC,35.307,-81.572,1,,
21035,Family Dollar,"8333745",NC,35.319,-81.52,1,,
21036,Ahold Delhaize,"6451200",NC,35.321,-81.538,1,,
21037,Ahold Delhaize,"64232255",NC,35.326,-81.54,,,
21038,Family Dollar,"5404945",NC,35.327,-81.757,,,
21039,Ahold Delhaize,"6288284",NC,35.376,-81.396,,,
21040,Walmart,"5411161",NC,35.4,-81.34,,,
21041,Family Dollar,"43034713",NC,35.41591,-81.6456,1,1,1
21042,Family Dollar,"5787587",SC,34.058,-78.887,,,
21043,Ahold Delhaize,"64311589",SC,34.066,-78.882,,,
21044,Ahold Delhaize,"42771273",NC,34.138936,-78.867759,,,
21045,Ahold Delhaize,"67272415",NC,34.139,-78.868,,,
21046,Family Dollar,"5790688",NC,34.141,-78.868,,,
21047,Ahold Delhaize,"6455937",NC,34.15,-78.87,,,
21048,Walmart,"67428536",NC,34.303,-78.725,3,3,3
21049,Ahold Delhaize,"6392275",NC,34.306,-78.719,3,3,3
21050,Ahold Delhaize,"42771281",NC,34.306333,-78.719089,3,3,3
21051,Ahold Delhaize,"67259909",NC,34.315,-78.712,3,3,3
21052,Ahold Delhaize,"42771269",NC,34.316212,-78.710506,3,3,3
21053,Family Dollar,"9726945",NC,34.328,-78.927,,,
21054,Dollar Tree,"45610118",NC,34.329,-78.704,3,3,1
21055,Ahold Delhaize,"64309495",NC,34.33,-78.828,,,
21056,Walmart,"66879299",NC,34.33,-78.706,3,3,1
21057,Family Dollar,"5790689",NC,34.33,-78.706,3,3,1
21058,Ahold Delhaize,"42771253",NC,34.330219,-78.827996,,,
21059,Family Dollar,"5790816",NC,34.331,-78.707,3,3,1
21060,Family Dollar,"5790747",NC,34.332,-78.825,,,
21061,Ahold Delhaize,"66545250",NC,34.343,-78.708,3,1,
21062,Ahold Delhaize,"64283771",NC,34.352,-78.71,2,,
21063,Family Dollar,"5832720",NC,34.905,-77.231,1,1,1
21064,Family Dollar,"5803092",NC,35.068,-77.367,,,
21065,Ahold Delhaize,"43072597",NC,35.099909,-77.093391,9,8,8
21066,Ahold Delhaize,"6275624",NC,35.1,-76.864,1,,
21067,Ahold Delhaize,"64309754",NC,35.103,-77.097,9,8,8
21068,Target,"5509738",NC,35.103,-77.097,9,8,8
21069,Walmart,"15588831",NC,35.103,-77.097,9,8,8
21070,Family Dollar,"5833012",NC,35.109,-77.057,12,8,4
21071,Family Dollar,"5832417",NC,35.117,-77.078,8,8,7
21072,Ahold Delhaize,"42771246",NC,35.123775,-77.088877,8,8,6
21073,Ahold Delhaize,"46339868",NC,35.124,-77.089,8,8,6
21074,Walmart,"7828142",NC,35.126,-77.089,8,8,4
21075,Walmart,"7943062",NC,35.136,-76.862,1,1,
21076,Ahold Delhaize,"42771251",NC,35.141682,-76.830719,,,
21077,Family Dollar,"5832608",NC,35.144,-76.789,,,
21078,Family Dollar,"9693269",NC,35.219,-77.439,,,
21079,Family Dollar,"9714785",NC,35.22,-77.439,,,
21080,Family Dollar,"7905650",NC,34.904,-79.013,,,
21081,Family Dollar,"4706387",NC,34.929,-78.857,,,
21082,Ahold Delhaize,"42773864",NC,34.929598,-78.856807,,,
21083,Ahold Delhaize,"6464858",NC,34.93,-78.857,,,
21084,Ahold Delhaize,"6464863",NC,34.958,-78.514,,,
21085,Walmart,"63889757",NC,34.968,-78.933,5,4,1
21086,Family Dollar,"5441338",NC,34.97,-78.956,6,3,3
21087,Dollar Tree,"67212309",NC,34.97,-78.956,6,3,3
21088,Ahold Delhaize,"41152963",NC,34.974549,-79.008255,5,,
21089,Family Dollar,"2925226",NC,34.977,-78.951,5,5,3
21090,Walmart,"67231948",NC,34.981,-78.965,5,5,3
21091,Walmart,"8966563",NC,34.982,-78.933,7,3,2
21092,Ahold Delhaize,"6464868",NC,34.998,-78.967,8,6,3
21093,Walmart,"6724126",NC,34.999,-78.893,1,1,
21094,Walmart,"8497210",NC,35.003,-78.9,2,1,1
21095,Ahold Delhaize,"42773751",NC,35.003619,-78.9134,6,2,1
21096,Ahold Delhaize,"2546006",NC,35.004,-78.914,6,2,1
21097,Family Dollar,"2925298",NC,35.005,-78.915,6,2,1
21098,Family Dollar,"4706443",NC,35.014,-79.007,7,4,1
21099,Family Dollar,"6825055",NC,35.014,-78.939,8,5,3
21100,Ahold Delhaize,"64276112",NC,35.015,-79.008,7,3,1
21101,Ahold Delhaize,"42495285",NC,35.016226,-78.984681,12,5,2
21102,Family Dollar,"2925235",NC,35.019,-78.9,2,1,1
21103,Walmart,"6239427",NC,35.021,-79.096,3,3,
21104,Walmart,"7261360",NC,35.029,-79.055,7,5,3
21105,Ahold Delhaize,"6460798",NC,35.031,-79.062,6,4,3
21106,Family Dollar,"2930236",NC,35.031,-79.062,6,4,3
21107,Ahold Delhaize,"64310329",NC,35.034,-79.017,11,7,2
21108,Ahold Delhaize,"67455645",NC,35.035,-78.752,,,
21109,Walmart,"8153783",NC,35.041,-78.999,17,8,3
21110,Family Dollar,"4706391",NC,35.044,-78.979,16,13,7
21111,Family Dollar,"2925288",NC,35.045,-78.849,,,
21112,Family Dollar,"2930242",NC,35.045,-78.949,18,12,7
21113,Ahold Delhaize,"64275728",NC,35.046,-78.949,18,12,7
21114,Family Dollar,"4706435",NC,35.047,-78.854,,,
21115,Family Dollar,"2930240",NC,35.05,-78.871,,,
21116,Ahold Delhaize,"64283496",NC,35.051,-78.865,,,
21117,Ahold Delhaize,"66528658",NC,35.053,-78.971,18,12,9
21118,Home Depot,"45559155",NC,35.054,-78.975,17,13,11
21119,Target,"5510147",NC,35.055,-78.974,18,13,9
21120,Walmart,"8345551",NC,35.055,-79.064,6,5,3
21121,Macy�s,"8537018",NC,35.056,-79.012,16,8,4
21122,Ahold Delhaize,"64283968",NC,35.058,-79.047,9,6,2
21123,Dollar Tree,"8491480",AZ,35.063,-79.016,14,6,3
21124,Family Dollar,"2925323",NC,35.063,-79.016,14,6,3
21125,Macy�s,"6168454",NC,35.064,-79.016,14,6,3
21126,Ahold Delhaize,"42773753",NC,35.065941,-78.951858,17,13,12
21127,Ahold Delhaize,"64310256",NC,35.066,-78.952,17,13,12
21128,Walmart,"45722161",NC,35.07,-78.968,18,14,8
21129,Macy�s,"6907326",NC,35.073,-78.964,18,13,9
21130,Dollar Tree,"8830655",NC,35.075,-78.949,14,14,9
21131,Macy�s,"8659427",NC,35.076,-78.954,16,13,10
21132,Dollar Tree,"2805997",NC,35.076,-78.954,16,13,10
21133,Ahold Delhaize,"6513708",NC,35.077,-78.935,15,12,4
21134,Family Dollar,"8376785",NC,35.082,-78.903,9,7,2
21135,Family Dollar,"9181385",NC,35.082,-79.009,17,4,1
21136,Walmart,"15589188",NC,35.082,-78.962,16,12,8
21137,Family Dollar,"2930235",NC,35.082,-78.962,16,12,8
21138,Walmart,"64120465",NC,35.082,-78.957,16,12,9
21139,Ahold Delhaize,"64283976",NC,35.083,-79.009,17,4,1
21140,Family Dollar,"2925309",NC,35.09,-78.983,15,11,3
21141,Family Dollar,"4881528",NC,35.096,-78.877,6,6,3
21142,Family Dollar,"4706436",NC,35.098,-78.916,11,10,3
21143,Walmart,"8408177",NC,35.098,-78.918,11,9,4
21144,Ahold Delhaize,"6451282",NC,35.104,-78.898,9,6,6
21145,Walmart,"4899022",NC,35.123,-78.883,8,5,5
21146,Family Dollar,"4706453",NC,35.13,-78.899,8,7,4
21147,Ahold Delhaize,"6458518",NC,35.13,-78.899,8,7,4
21148,Family Dollar,"6179647",NC,35.158,-78.871,3,1,
21149,Ahold Delhaize,"6520603",NC,35.159,-78.871,3,1,
21150,Ahold Delhaize,"42773748",NC,35.159013,-78.871346,3,1,
21151,Family Dollar,"2925219",NC,35.17,-78.973,7,5,2
21152,Walmart,"2219621",NC,35.174,-78.966,7,3,2
21153,Dollar Tree,"67250772",NC,35.18,-78.976,8,3,3
21154,Ahold Delhaize,"64276163",NC,35.181,-78.964,5,3,2
21155,Walmart,"23794496",NC,35.182,-78.982,8,3,3
21156,Ahold Delhaize,"6451284",NC,35.255,-78.967,1,,
21157,Family Dollar,"2930228",NC,35.257,-78.969,1,,
21158,Ahold Delhaize,"2304997",NC,35.257,-78.968,1,,
21159,Ahold Delhaize,"6456008",NC,35.263,-79.046,,,
21160,Ahold Delhaize,"64309827",NC,36.237,-75.877,3,3,3
21161,Family Dollar,"5832889",NC,36.24,-75.878,3,3,3
21162,Ahold Delhaize,"42773759",NC,36.328018,-75.815613,,,
21163,Ahold Delhaize,"6390009",NC,36.329,-75.817,,,
21164,Ahold Delhaize,"64309819",NC,36.331,-75.816,,,
21165,Ahold Delhaize,"42576478",NC,35.333839,-75.506895,,,
21166,Ahold Delhaize,"63743280",NC,35.353,-75.505,,,
21167,Family Dollar,"2942797",NC,35.509,-76.004,,,
21168,Family Dollar,"5832705",NC,35.908,-75.674,1,1,1
21169,Ahold Delhaize,"42773847",NC,35.935741,-75.615839,3,3,1
21170,Ahold Delhaize,"11040467",NC,35.936,-75.615,3,3,1
21171,Dollar Tree,"1968494",NC,35.945,-75.623,3,2,2
21172,Ahold Delhaize,"64284719",NC,35.946,-75.622,3,2,2
21173,Ahold Delhaize,"41297171",NC,35.984901,-75.644311,5,3,1
21174,Dollar Tree,"65866770",NC,36.03,-75.673,5,5,4
21175,Ahold Delhaize,"64824977",NC,36.03,-75.673,5,5,4
21176,Ahold Delhaize,"42773798",NC,36.031519,-75.673306,5,4,3
21177,Ahold Delhaize,"8555928",NC,36.035,-75.673,5,4,3
21178,Home Depot,"67382187",NC,36.084,-75.707,1,1,1
21179,Walmart,"66879698",NC,36.096,-75.721,1,1,1
21180,Ahold Delhaize,"64309932",NC,36.099,-75.721,1,1,1
21181,Ahold Delhaize,"42773773",NC,36.100043,-75.722703,1,1,
21182,Ahold Delhaize,"64212122",NC,35.552,-80.407,1,1,1
21183,Family Dollar,"2925300",NC,35.56,-80.416,1,1,1
21184,Family Dollar,"8176883",NC,35.616,-80.447,5,3,2
21185,Family Dollar,"2925211",NC,35.632,-80.108,1,1,1
21186,Walmart,"25767348",NC,35.643,-80.487,6,5,1
21187,Ahold Delhaize,"64215946",NC,35.652,-80.461,8,4,2
21188,Ahold Delhaize,"42773791",NC,35.652326,-80.461659,8,5,2
21189,Walmart,"67381010",NC,35.656,-80.466,6,5,3
21190,Family Dollar,"2930241",NC,35.665,-80.466,7,4,3
21191,Dollar Tree,"7377702",NC,35.671,-80.481,9,5,2
21192,Ahold Delhaize,"8635201",NC,35.674,-80.481,8,5,2
21193,Ahold Delhaize,"6455925",NC,35.684,-80.481,9,5,2
21194,Family Dollar,"2925206",NC,35.69,-80.435,5,2,2
21195,Ahold Delhaize,"8566516",NC,35.692,-80.426,2,2,2
21196,Ahold Delhaize,"64275892",NC,35.732,-80.1,,,
21197,Ahold Delhaize,"2917690",NC,35.769,-80.101,,,
21198,Family Dollar,"5259285",NC,35.769,-80.101,,,
21199,Ahold Delhaize,"42773729",NC,35.770901,-80.260179,6,3,3
21200,Ahold Delhaize,"6455842",NC,35.771,-80.259,6,3,3
21201,Walmart,"66879965",NC,35.784,-80.26,9,6,3
21202,Walmart,"3018177",NC,35.794,-80.26,11,8,5
21203,Ahold Delhaize,"6455847",NC,35.814,-80.265,12,11,7
21204,Family Dollar,"5171039",NC,35.815,-80.262,12,11,8
21205,Dollar Tree,"2223029",NC,35.815,-80.261,12,11,9
21206,Ahold Delhaize,"64318095",NC,35.82,-80.195,3,1,
21207,Ahold Delhaize,"64275337",NC,35.821,-80.241,11,11,6
21208,Walmart,"8138410",NC,35.834,-80.279,11,7,4
21209,Ahold Delhaize,"43072612",NC,35.835727,-80.279782,9,7,4
21210,Ahold Delhaize,"66041295",NC,35.836,-80.278,10,7,4
21211,Ahold Delhaize,"6455852",NC,35.837,-80.254,11,9,8
21212,Ahold Delhaize,"63946343",NC,35.838,-80.254,11,9,6
21213,Walmart,"67360600",NC,35.856,-80.066,4,4,3
21214,Ahold Delhaize,"65650034",NC,35.866,-80.07,4,4,4
21215,Ahold Delhaize,"42773803",NC,35.866283,-80.069854,4,4,4
21216,Ahold Delhaize,"64284018",NC,35.875,-80.086,4,4,4
21217,Dollar Tree,"7775953",NC,35.881,-80.083,6,4,2
21218,Family Dollar,"5472080",NC,35.883,-80.108,4,2,1
21219,Family Dollar,"6757953",NC,35.896,-80.071,6,4,1
21220,Ahold Delhaize,"43046994",NC,35.8976,-80.092515,6,2,1
21221,Ahold Delhaize,"43056253",NC,35.89776,-80.09196,6,2,1
21222,Ahold Delhaize,"5264898",NC,35.898,-80.092,6,2,1
21223,Family Dollar,"8311348",NC,35.911,-80.255,,,
21224,Walmart,"2331223",NC,35.961,-80.246,1,1,1
21225,Walmart,"6666104",NC,35.966,-80.223,1,1,1
21226,Ahold Delhaize,"46234683",NC,35.994,-80.27,5,,
21227,Ahold Delhaize,"43056264",NC,36.00519,-80.44199,1,1,1
21228,Ahold Delhaize,"6434150",NC,36.006,-80.44,1,1,1
21229,Ahold Delhaize,"64310167",NC,36.007,-80.442,1,1,1
21230,Ahold Delhaize,"8568305",NC,36.012,-80.421,5,1,1
21231,Walmart,"8345559",NC,36.022,-80.381,4,4,4
21232,Ahold Delhaize,"6526384",NC,36.026,-80.161,,,
21233,Ahold Delhaize,"6459947",NC,35.867,-80.551,1,,
21234,Ahold Delhaize,"8559097",NC,35.869,-80.552,1,,
21235,Family Dollar,"2930245",NC,35.897,-80.565,3,3,1
21236,Dollar Tree,"3161378",NC,35.9,-80.559,3,3,1
21237,Ahold Delhaize,"43056261",NC,35.90385,-80.5801,3,3,3
21238,Ahold Delhaize,"6455942",NC,35.904,-80.58,3,3,3
21239,Walmart,"15588130",NC,35.911,-80.578,3,3,3
21240,Ahold Delhaize,"64232867",NC,35.912,-80.579,3,3,3
21241,Walmart,"2946590",NC,35.927,-80.587,3,3,2
21242,Ahold Delhaize,"5079241",NC,36.027,-80.371,4,4,4
21243,Dollar Tree,"2224683",NC,36.031,-80.391,7,4,4
21244,Ahold Delhaize,"64310418",NC,36.033,-80.383,7,4,4
21245,Family Dollar,"5878182",NC,34.736,-77.995,2,2,2
21246,Dollar Tree,"65446038",NC,34.737,-77.994,2,2,2
21247,Walmart,"24975915",NC,34.739,-77.995,2,2,2
21248,Ahold Delhaize,"66041392",NC,34.74,-77.772,1,1,
21249,Walmart,"5928419",NC,34.741,-77.971,2,2,2
21250,Ahold Delhaize,"42771267",NC,34.741138,-77.974368,2,2,2
21251,Walmart,"66884152",NC,34.744,-77.996,2,2,2
21252,Family Dollar,"8104241",NC,34.824,-78.021,2,2,2
21253,Family Dollar,"8444281",NC,34.829,-77.818,,,
21254,Dollar Tree,"8667310",NC,34.923,-77.774,,,
21255,Family Dollar,"5832637",NC,34.925,-77.777,,,
21256,Ahold Delhaize,"42771250",NC,34.960224,-77.963362,,,
21257,Ahold Delhaize,"64309223",NC,34.961,-77.966,,,
21258,Family Dollar,"5832415",NC,34.965,-77.96,,,
21259,Family Dollar,"5832999",NC,35.069,-77.738,,,
21260,Ahold Delhaize,"42771285",NC,35.075487,-77.733108,,,
21261,Ahold Delhaize,"67437581",NC,35.077,-77.734,,,
21262,Family Dollar,"9935018",NC,35.109,-77.829,,,
